key,source,target
DC/Text_DesignData_Quest_Treasurer_Complete_12,"Nicely done! I'll ensure these gems are stored safely, it's better to be prepared for any eventuality.","Гарно зроблено! Я подбаю про те, щоб ці дорогоцінні камені зберігалися безпечно, краще бути готовим до будь-якого розвитку подій."
DC/Text_DesignData_Quest_Treasurer_Complete_13,"The iron door of the Inferno stands open, thanks to you. Venture forth and uncover the truths it hides.","Залізні двері Inferno стоять відчиненими, завдяки вам. Вирушайте вперед і розкривайте істини, які він приховує."
DC/Text_DesignData_Quest_Treasurer_Complete_14,Excellent work! The Ritual Room's casket has been opened. May its discoveries aid you in your quest.,Відмінна робота! Скринька ритуальної кімнати була відкрита. Нехай його відкриття допоможуть вам у ваших пошуках.
DC/Text_DesignData_Quest_Treasurer_Complete_15,"This is the perfect gift for him. Take this reward, and rest assured, the Collector will be amazed.","Це ідеальний подарунок для нього. Візьміть цю нагороду, і будьте впевнені, Колекціонер буде вражений."
DC/Text_DesignData_Quest_Treasurer_Greeting_01,"In my line of work, you learn a thing or two about unique relics. We're after some with a history in rituals. As for their purpose now... better left unsaid. Just bring them to me.",У моїй роботі ви дізнаєтеся дещо про унікальні реліквії. Ми шукаємо деяких з історією в ритуалах. Що стосується їх призначення зараз... Краще не говорити. Просто принесіть їх мені.
DC/Text_DesignData_Quest_Treasurer_Greeting_02,I wonder if the ritual associated with these artifacts has been completed already? Seek out clues or any evidence that might shed light on this mystery. The truth may hold more significance than we realize.,"Цікаво, чи ритуал, пов'язаний з цими артефактами, вже завершений? Шукайте підказки або будь-які докази, які можуть пролити світло на цю таємницю. Правда може мати більше значення, ніж ми думаємо."
DC/Text_DesignData_Quest_Treasurer_Greeting_03,"Welcome, I trust you've heard whispers of the wraiths haunting the corridors of the Forgotten Castle? It seems their presence may hold clues to the completion of that ritual. Do what you have to do to bring us closer to uncovering these secrets.","Ласкаво просимо, сподіваюся, ви чули шепіт привидів, що переслідують коридори Забутого замку? Схоже, що їхня присутність може містити ключі до завершення цього ритуалу. Зробіть те, що ви повинні зробити, щоб наблизити нас до розкриття цих таємниць."
DC/Text_DesignData_Quest_Treasurer_Greeting_04,"Your previous discoveries have led to another breakthrough. It seems we're on the brink of unraveling some of the castle's deepest secrets. Today, our journey takes us to the royal coffins, where you will need to investigate the truth behind their occupants' demise.","Ваші попередні відкриття призвели до чергового прориву. Здається, ми стоїмо на порозі розгадки деяких з найглибших таємниць замку. Сьогодні наша подорож приведе нас до королівських трун, де вам потрібно буде розслідувати правду про загибель їхніх мешканців."
DC/Text_DesignData_Quest_Treasurer_Greeting_05,"What took you so long? Time is the most valuable currency. No matter. As we delve deeper into our research on the perils of this realm, it's becoming increasingly clear that silver may be our strongest defense against the lurking adversaries concealed within the shadows of these lands.","Що зайняло у вас стільки часу? Час – найцінніша валюта. Не має значення. У міру того, як ми заглиблюємося в наші дослідження небезпек цього царства, стає все більш очевидним, що срібло може бути нашим найсильнішим захистом від прихованих супротивників, прихованих у тіні цих земель."
DC/Text_DesignData_Quest_Treasurer_Greeting_06,I never have to deal with such things back home. Mimics – the bane of any honest transaction. Deceptive creatures posing as treasures. I need someone to eradicate these frauds. A matter of financial security.,"Мені ніколи не доводиться мати справу з такими речами вдома. Міміка – прокляття будь-якої чесної угоди. Оманливі істоти, що видають себе за скарби. Мені потрібен хтось, хто викорінить ці махінації. Питання фінансової безпеки."
DC/Text_DesignData_Quest_Treasurer_Greeting_07,Ever dabbled in commodity trading? It’s how I got started and now is your chance. I require a bangle of each kind. It’s an investment you see.,"Ви коли-небудь пробували себе в торгівлі сировинними товарами? Так я почав, і тепер у вас є шанс. Мені потрібен браслет кожного виду. Розумієте, це інвестиція."
DC/Text_DesignData_Quest_Treasurer_Greeting_08,"Remember our pursuit of the ritual artifacts? It appears they hold deeper clues leading to a golden door. I don't care how you get them, just get me those keys. I wonder if the sacrifices and beasts lurking in the shadows are connected. If so, pray that a means to an end lays behind that door. Report back what you find.","Пам'ятаєте нашу гонитву за ритуальними артефактами? Схоже, що вони зберігають глибші підказки, що ведуть до золотих дверей. Мені все одно, як ти туди потрапиш, просто зайди туди. Цікаво, чи пов'язані між собою жертвоприношення і звірі, що ховаються в тіні. Якщо так, моліться, щоб за цими дверима лежав засіб для досягнення мети. Повідомляйте про те, що ви знайшли."
DC/Text_DesignData_Quest_Treasurer_Greeting_09,Deep within the fiery depths of the Inferno lies the fallen king's throne. Your mission is to locate the throne and inspect it for any unusual markings or glyphs. Every detail could be significant. Return swiftly with your findings.,"Глибоко у вогняних глибинах Пекла лежить трон занепалого короля. Ваша місія полягає в тому, щоб знайти трон і оглянути його на наявність будь-яких незвичайних позначок або гліфів. Кожна деталь може бути значущою. Швидко повертайтеся зі своїми висновками."
DC/Text_DesignData_Quest_Treasurer_Greeting_10,"As we prepare for the battles ahead, remember, it's not just your weapons and armor that need upgrading. Your coffers must grow as well! Let's make some financial gains to ensure we're prepared for the unexpected.","Готуючись до майбутніх битв, пам'ятайте, що не лише ваша зброя та броня потребують покращення. Ваша скарбниця також повинна зростати! Давайте отримаємо деякі фінансові вигоди, щоб переконатися, що ми готові до несподіванок."
DC/Text_DesignData_Quest_Treasurer_Greeting_11,"You ever hear the phrase, 'The bigger they are, the harder they fall'? Well, today's your chance to find out firsthand. Plus, who knows, maybe that troll's got some shiny loot to add to our coffers.","Ви коли-небудь чули фразу: «Чим вони більші, тим важче падають»? Що ж, сьогодні ваш шанс дізнатися про це з перших вуст. Крім того, хто знає, можливо, у цього троля є якась блискуча здобич, яку можна поповнити нашою скарбницею."
DC/Text_DesignData_Quest_Treasurer_Greeting_12,"I've long held a fondness for gems, both for their beauty and their value. There are whispers that they harbor secrets beyond what meets the eye, secrets that we may soon need to unlock. It's best to be prepared and start gathering them now.","Я давно захоплююся дорогоцінними каменями, як за їхню красу, так і за цінність. Ходять чутки, що вони приховують таємниці, що виходять за рамки того, що здається на перший погляд, таємниці, які нам, можливо, скоро доведеться розкрити. Найкраще підготуватися і почати збирати їх вже зараз."
DC/Text_DesignData_Quest_Treasurer_Greeting_13,"In the depths of the Inferno, an iron door stands sealed. Can you unlock the iron door and uncover what lies beyond? I am looking for something specific.","У глибині Пекла залізні двері стоять запечатаними. Чи зможете ви відімкнути залізні двері і виявити, що лежить за ними? Я шукаю щось конкретне."
DC/Text_DesignData_Quest_Treasurer_Greeting_14,"The Ritual Room houses a casket, its contents are something we need to inspect. Report anything odd immediately.","У Ритуальній кімнаті зберігається скринька, її вміст нам потрібно оглянути. Негайно повідомляйте про будь-які дивні речі."
DC/Text_DesignData_Quest_Treasurer_Greeting_15,"Adventurer, I need a favor. The Collector's birthday approaches, and I wish to present him with something rare and valuable.","Шукач пригод, мені потрібна послуга. Наближається день народження Колекціонера, і я хочу подарувати йому щось рідкісне і цінне."
DC/Text_DesignData_Quest_Treasurer_Title_01,Ceremonial Secret,Церемоніальна таємниця
DC/Text_DesignData_Quest_Treasurer_Title_02,Forbidden Rituals,Заборонені ритуали
DC/Text_DesignData_Quest_Treasurer_Title_03,Echoes of Eternity,Відлуння вічності
DC/Text_DesignData_Quest_Treasurer_Title_04,Lies in the Coffins,Лежить у трунах
DC/Text_DesignData_Quest_Treasurer_Title_05,Silver Lore,Срібна історія
DC/Text_DesignData_Quest_Treasurer_Title_06,Mimics and Money,Міміка та гроші
DC/Text_DesignData_Quest_Treasurer_Title_07,Bundle of Bangles,Пучок браслетів
DC/Text_DesignData_Quest_Treasurer_Title_08,Golden Dreams,Золотий вхід
DC/Text_DesignData_Quest_Treasurer_Title_09,Infernal Throne,Пекельний трон
DC/Text_DesignData_Quest_Treasurer_Title_10,Gold Rush,Золота лихоманка
DC/Text_DesignData_Quest_Treasurer_Title_11,Colossal Takedown,Колосальне знищення
DC/Text_DesignData_Quest_Treasurer_Title_12,Mystical Gems,Містичні перлини
DC/Text_DesignData_Quest_Treasurer_Title_13,Inferno's Iron Door,Залізні двері Інферно
DC/Text_DesignData_Quest_Treasurer_Title_14,Within The Casket,У скриньці
DC/Text_DesignData_Quest_Treasurer_Title_15,The Perfect Birthday Gift,Ідеальний подарунок на день народження
DC/Text_DesignData_Quest_Weaponsmith_Complete_01,Quite the collection you've brought! These will be perfect for the fusion. Here's something for your help.,"Справжня колекція, яку ви привезли! Вони послужать відмінним натхненням. Ось вам дещо для вашої допомоги."
DC/Text_DesignData_Quest_Weaponsmith_Complete_02,"Wow, you found it! Not quite how I imagined it, but excellent work nonetheless. I'll start examining what metals or components were used and if it can be replicated. This may take some time, so in the meantime, I may have another task you can help out with.","Вау, ви його знайшли! Не зовсім так, як я собі це уявляв, але, тим не менш, відмінна робота. Я почну вивчати, які метали або компоненти були використані і чи можна це відтворити. Це може зайняти деякий час, тому тим часом у мене може бути інше завдання, з яким ви можете допомогти."
DC/Text_DesignData_Quest_Weaponsmith_Complete_03,"Still no sign, but thanks to your efforts more are now able to help in the search.","До сих пір немає вивіски, але завдяки вашим старанням більше тепер здатні допомогти в пошуку."
DC/Text_DesignData_Quest_Weaponsmith_Complete_04,"The gold! These will be used for secrets only my family knows. You've played a part in something special. Here’s your reward, with my thanks.","Руда! Вони будуть підроблені таємницями, які знає лише моя сім'я. Ви зіграли свою роль у чомусь особливому. Ось твоя нагорода, з моєю подякою."
DC/Text_DesignData_Quest_Weaponsmith_Complete_05,"As the hammer strikes the anvil, so too do the echoes of your victories.","Як молот б'є по ковадлу, так і відлуння ваших перемог відлунює."
DC/Text_DesignData_Quest_Weaponsmith_Complete_06,"Our suspicions are confirmed. I will take our findings to someone I trust. It's imperative that we maintain discretion about what we've uncovered. Excellent work, my friend. Let us proceed cautiously.","Наші підозри підтверджуються. Я розповім про наші висновки комусь, кому довіряю. Вкрай важливо, щоб ми зберігали обачність щодо того, що ми виявили. Відмінна робота, друже. Діємо обережно."
DC/Text_DesignData_Quest_Weaponsmith_Complete_07,"Make no mistake, victory demands sacrifice, and it seems you have made enough to satisfy even the Dwarven gods.","Не помиляйтеся, перемога вимагає жертв, і, здається, ви зробили достатньо, щоб задовольнити навіть гномських богів."
DC/Text_DesignData_Quest_Weaponsmith_Complete_08,Impressive haul! I guess this saying is true after all.,"Вражаючий улов! Гадаю, ця приказка все-таки правдива."
DC/Text_DesignData_Quest_Weaponsmith_Complete_09,"By my black beard, I knew you could do it!","По моїй чорній бороді я знала, що ти зможеш це зробити!"
DC/Text_DesignData_Quest_Weaponsmith_Greeting_01,"Ah, good to see a friendly face. I'm crafting a series passed down since my great-great-grandfather, who learned from a dwarf, no less. I need rare weapons to fuse with, five should do. You're aiding a legacy here.","Ах, приємно бачити привітне обличчя. Я створюю серію, що передається з часів мого прапрадіда, який вчився у гнома, не менше. Мені потрібна рідкісна зброя, з якою можна злитися, п'ять повинні підійти. Тут ви допомагаєте спадщині."
DC/Text_DesignData_Quest_Weaponsmith_Greeting_02,"It seems the rumors of beasts of legend within these lands may hold more truth than fiction, judging by the bodies we've discovered. Additionally, whispers speak of an ancient sword hidden within Frost Mountain, said to possess the power to vanquish such mythical creatures. Check it out and let me know if you find anything.","Схоже, що чутки про легендарних звірів у цих країнах можуть містити більше правди, ніж вигадки, судячи з виявлених нами тіл. Крім того, шепіт говорить про стародавній меч, захований у Морозній горі, який, як кажуть, має силу перемагати таких міфічних істот. Перевірте це і дайте мені знати, якщо ви щось знайдете."
DC/Text_DesignData_Quest_Weaponsmith_Greeting_03,"In the frozen depths of the Frost Mountain, beasts of frost roam unchecked. Let’s do our part and help thin out these beasts for the search to continue for that poor missing girl.","У замерзлих глибинах Морозної гори безперешкодно блукають звірі морозу. Давайте зробимо все можливе і допоможемо прорідити цих звірів, щоб пошуки цієї бідної зниклої дівчини продовжилися."
DC/Text_DesignData_Quest_Weaponsmith_Greeting_04,"Got a job for you. I require two of gold ingots essential for a technique passed down through generations of my ancestors. Hurry now, can't keep waiting.","Влаштувався на роботу. Мені потрібно два золотих злитка, необхідних для техніки, що передається з покоління в покоління моїми предками. Поспішай, не змушуй кузню чекати."
DC/Text_DesignData_Quest_Weaponsmith_Greeting_05,"The strongest are forged in the heart of conflict, may the blessings of the Dwarven Gods fortify your arm in battle.","Найсильніші викувані в самому серці конфлікту, нехай благословення гномських богів зміцнить вашу руку в бою."
DC/Text_DesignData_Quest_Weaponsmith_Greeting_06,I've caught wind of murmurs regarding the stone tombs within The Forgotten Castle—whispers hinting at secrets entwined with the creatures haunting these lands. It's high time we conducted our own investigation to uncover any overlooked clues.,"Я почув нарікання на кам'яні гробниці в Забутому замку — шепіт, що натякає на таємниці, пов'язані з істотами, що переслідують ці землі. Настав час провести власне розслідування, щоб виявити будь-які пропущені докази."
DC/Text_DesignData_Quest_Weaponsmith_Greeting_07,"Tis the forge of conflict that separates the steel from the slag. Ready yourself, for the trials ahead only the strong shall prevail.","Це кузня конфлікту, яка відокремлює сталь від шлаку. Приготуйтеся, бо попереду випробування переможуть лише сильні."
DC/Text_DesignData_Quest_Weaponsmith_Greeting_08,"Ever pondered the saying, ‘good things can come in small packages? Let's see if that includes small chests. Let’s find out together.","Ви коли-небудь замислювалися над приказкою: «Хороші речі можуть прийти в маленьких упаковках? Давайте подивимося, чи включає це маленькі скрині. Давайте розбиратися разом."
DC/Text_DesignData_Quest_Weaponsmith_Greeting_09,"All your training will need to be applied here. This will be one of the more difficult tasks you have faced, but I have faith in you!","Тут потрібно буде застосувати всю свою підготовку. Це буде одне з найважчих завдань, з якими ви зіткнулися, але я вірю в вас!"
DC/Text_DesignData_Quest_Weaponsmith_Title_01,Aiding A Legacy,Допомога спадщині
DC/Text_DesignData_Quest_Weaponsmith_Title_02,Blades of Myth,Клинки міфу
DC/Text_DesignData_Quest_Weaponsmith_Title_03,The Search Continues,Пошуки тривають
DC/Text_DesignData_Quest_Weaponsmith_Title_04,The Secrets Of Gold,Секрети золота
DC/Text_DesignData_Quest_Weaponsmith_Title_05,Battle Forge,Бойова кузня
DC/Text_DesignData_Quest_Weaponsmith_Title_06,An Oath Unbroken,Клятва непорушна
DC/Text_DesignData_Quest_Weaponsmith_Title_07,Warrior's Reckoning,Розплата воїна
DC/Text_DesignData_Quest_Weaponsmith_Title_08,Small Delights,Маленькі принади
DC/Text_DesignData_Quest_Weaponsmith_Title_09,Pelt Pursuit,Гонитва за шкурою
DC/Text_DesignData_Quest_Woodsman_Complete_01,"You've gathered them all I see, thank you. I pray we find her before winter hits. She makes me feel like I have a fire inside my soul. Oh, uh... Don't tell the Leathersmith I said that please.","Ви зібрали їх усіх, я бачу, дякую. Я молюся, щоб ми знайшли її до того, як настане зима. Вона змушує мене відчувати, що в моїй душі горить вогонь. Ой, е-е... Не кажіть Шкіряникові, що я це сказав, будь ласка."
DC/Text_DesignData_Quest_Woodsman_Complete_02,Your assistance will pave the way for safer journeys. Thank you for your help.,Ваша допомога прокладе шлях до безпечніших подорожей. Дякую за допомогу.
DC/Text_DesignData_Quest_Woodsman_Complete_03,I can't believe she was right?! This gives me so much hope. Thank you!,"Не можу повірити, що вона мала рацію?! Це дає мені стільки надії. Дякую!"
DC/Text_DesignData_Quest_Woodsman_Complete_04,"I must say, I have no idea how you manage to fight in such cramped quarters. It's a skill I clearly lack! Accept this reward as a token of my thanks.","Мушу сказати, я не уявляю, як вам вдається воювати в таких тісних приміщеннях. Це навичка, якої мені явно не вистачає! Прийміть цю нагороду на знак моєї подяки."
DC/Text_DesignData_Quest_Woodsman_Complete_05,"This sight warms my heart... They're like fireworks for the soul, you know? Anyway, I'll keep these tucked away safely until the time comes. Thanks for your assistance.","Це видовище зігріває моє серце... Вони як феєрверк для душі, розумієте? У будь-якому випадку, я буду зберігати їх у безпеці, поки не прийде час. Дякую за допомогу."
DC/Text_DesignData_Quest_Woodsman_Complete_06,"It appears those bodies were a real puzzle. The variety of bite marks suggests they were attacked by different creatures. Quite peculiar, wouldn't you say? Good work on your end too. Hopefully soon something starts to make sense.","Схоже, ці тіла були справжньою головоломкою. Різноманіття слідів укусів говорить про те, що на них напали різні істоти. Досить своєрідно, скажете ви? Хороша робота і з вашого боку. Сподіваюся, скоро щось почне набувати сенсу."
DC/Text_DesignData_Quest_Woodsman_Complete_07,"Have faith, our efforts are bringing us closer to our goals.","Майте віру, наші зусилля наближають нас до наших цілей."
DC/Text_DesignData_Quest_Woodsman_Complete_08,Your navigation through the castle is truly impressive. The mere thought of those mazes and tight corridors turns my stomach.,Ваша навігація по замку воістину вражає. Від однієї думки про ці лабіринти і вузькі коридори у мене крутиться живіт.
DC/Text_DesignData_Quest_Woodsman_Complete_09,"You have uncovered valuable insights. Remember, in the darkest of nights, a well-tended campfire can be both a source of warmth and a beacon of hope.","Ви відкрили для себе цінну інформацію. Пам'ятайте, що в найтемніші ночі доглянуте багаття може бути як джерелом тепла, так і маяком надії."
DC/Text_DesignData_Quest_Woodsman_Complete_10,"Ah, there are few things as comforting as the warmth of a crackling campfire amidst the chill of the frost.","Ах, мало що може бути більш втішним, ніж тепло потріскуючого багаття серед морозу."
DC/Text_DesignData_Quest_Woodsman_Complete_11,"Though we can never bring back the tribe they've slain, our actions ensure their spirits find peace, knowing justice has been served.","Хоча ми ніколи не зможемо повернути плем'я, яке вони вбили, наші дії гарантують, що їхній дух знайде спокій, знаючи, що справедливість восторжествувала."
DC/Text_DesignData_Quest_Woodsman_Complete_12,"May this experience fortify you for the trials that lie ahead, as you delve deeper into the mysteries of this icy domain.","Нехай цей досвід зміцнить вас перед випробуваннями, які чекають вас попереду, коли ви глибше заглиблюватиметеся в таємниці цього крижаного царства."
DC/Text_DesignData_Quest_Woodsman_Greeting_01,"Ever hear about how we red-beards got our color? Too many nights by the campfire, that's how! Speaking of which, I need campfire kits. I am not sure if you heard but the Leathersmith’s daughter is still missing and we need these campfires to help aid us in our search.","Ви коли-небудь чули про те, як ми, руді бороди, отримали свій колір? Занадто багато ночей біля багаття, ось як! До речі, мені потрібні набори для багаття. Я не впевнений, що ви чули, але дочка Шкіряного коваля все ще зникла безвісти, і нам потрібні ці багаття, щоб допомогти нам у наших пошуках."
DC/Text_DesignData_Quest_Woodsman_Greeting_02,"A lot of people are helping in the search for the Leathersmiths lost daughter, unfortunately not all of them are skilled adventures like yourself. Please help clear the way making it safe for those who are less skilled.","Багато людей допомагають у пошуках загубленої дочки Шкіряників, на жаль, не всі з них досвідчені пригоди, як ви. Будь ласка, допоможіть розчистити шлях, зробивши його безпечним для тих, хто менш кваліфікований."
DC/Text_DesignData_Quest_Woodsman_Greeting_03,Good to see you again! Been scouring for any leads on the Leathersmith's missing daughter. Got desperate and even visited the fortune teller. Let's check the location she suggested for clues.,Радий бачити вас знову! Шукав будь-які зачіпки щодо зниклої дочки Шкіряного коваля. Впав у відчай і навіть відвідав ворожку. Давайте перевіримо запропоноване нею місце на предмет підказок.
DC/Text_DesignData_Quest_Woodsman_Greeting_04,"I find myself in a quandary once more. The castle holds the answers we seek, but... well, the thought of confronting others in such enclosed spaces unnerves me. That’s where you come in.","Я знову опиняюся в скрутному становищі. У замку є відповіді, які ми шукаємо, але... Що ж, думка про те, щоб протистояти іншим у таких замкнутих просторах, мене нервує. Ось тут і з'являєтеся ви."
DC/Text_DesignData_Quest_Woodsman_Greeting_05,"Did I ever tell you about my love for explosions? It's like music to my ears, much like a crackling campfire. Anyway, I need your help gathering some explosive bottles.","Я коли-небудь розповідав вам про свою любов до вибухів? Для моїх вух це як музика, схожа на потріскування багаття. У будь-якому випадку, мені потрібна ваша допомога, щоб зібрати кілька пляшок з вибухівкою."
DC/Text_DesignData_Quest_Woodsman_Greeting_06,"I'm sure you've been hearing all kinds of stories by now about those bodies found, slain by a beast of some sort, but no one can agree on what it was. They asked me to come take a look at some of the bodies since I'm very familiar with wild beasts. In the meantime, could you check out the Demon Bat pit? I'll meet you back here later.","Я впевнений, що ви вже чули різні історії про ті тіла, знайдені якимось звіром, але ніхто не може дійти згоди щодо того, що це було. Вони попросили мене прийти подивитися на деякі тіла, оскільки я дуже добре знайомий з дикими звірами. Тим часом, чи не могли б ви перевірити яму Кажана-демона? Я зустрінуся з тобою тут пізніше."
DC/Text_DesignData_Quest_Woodsman_Greeting_07,"I've received a curious message leading us to the depths of the Forgotten Castle. It may hold answers we seek. Clear the path of any fiends you encounter, but tread carefully.","Я отримав цікаве повідомлення, яке веде нас у глибини Забутого замку. У ньому можуть бути відповіді, яких ми прагнемо. Очистіть шлях від будь-яких дияволів, які зустрінуться, але ступайте обережно."
DC/Text_DesignData_Quest_Woodsman_Greeting_08,"Back to the castle's depths, I see. Keep your wits sharp and watch for clues left by past adventurers, especially around the escape routes. Try your best not to die.","Повернімося в глибину замку, я бачу. Зберігайте кмітливість і стежте за підказками, залишеними колишніми шукачами пригод, особливо на шляхах втечі. Постарайтеся з усіх сил не померти."
DC/Text_DesignData_Quest_Woodsman_Greeting_09,Keep those senses keen and be on the lookout for any signs of spectral activity. The shadows may hold secrets to our next destination.,Тримайте ці органи чуття гострими та стежте за будь-якими ознаками спектральної активності. Тіні можуть зберігати таємниці нашого наступного пункту призначення.
DC/Text_DesignData_Quest_Woodsman_Greeting_10,"Amidst your many adventures, survival can become challenging. Gather 'round and warm yourself and any companions. These dancing flames provide comfort, and their warm glow pierces the night like a beacon, visible from long distances. They may even serve as a guiding light to those who might be lost.","Серед ваших численних пригод виживання може стати складним завданням. Зберіться і зігрійте себе і всіх товаришів. Ці танцюючі полум'я дарують затишок, а їх тепле сяйво пронизує ніч, немов маяк, видимий з великої відстані. Вони навіть можуть служити дороговказом для тих, хто, можливо, загубився."
DC/Text_DesignData_Quest_Woodsman_Greeting_11,"As you delve deeper into the mountain's depths, you'll uncover traces of a forgotten rebellion. It seems the previous inhabitants were not content with the human settlers profiting from the mountain's resources.","Заглиблюючись у глибини гори, ви знайдете сліди забутого повстання. Схоже, що попередні мешканці не задовольнялися тим, що людські поселенці наживалися на ресурсах гори."
DC/Text_DesignData_Quest_Woodsman_Greeting_12,"Within The Frost Mountain's harsh landscape, there exists a hidden lesson in resilience. By withstanding its chilling trials without harm, you not only prove your strength but also demonstrate your readiness to face the challenges that lie ahead.","У суворому ландшафті Морозної гори існує прихований урок стійкості. Витримуючи його жахливі випробування без шкоди, ви не тільки доводите свою силу, але й демонструєте свою готовність протистояти викликам, які чекають попереду."
DC/Text_DesignData_Quest_Woodsman_Title_01,Fire’s Compassion,Вогняне співчуття
DC/Text_DesignData_Quest_Woodsman_Title_02,Invasive Species,Інвазивні види
DC/Text_DesignData_Quest_Woodsman_Title_03,Fortune's Guidance,Керівництво фортуни
DC/Text_DesignData_Quest_Woodsman_Title_04,Cramped Quarters,Тісні приміщення
DC/Text_DesignData_Quest_Woodsman_Title_05,Explosive Endeavors,Вибухові зусилля
DC/Text_DesignData_Quest_Woodsman_Title_06,Absolutely Batty,Абсолютно Бетті
DC/Text_DesignData_Quest_Woodsman_Title_07,Infernal Champions,Пекельні чемпіони
DC/Text_DesignData_Quest_Woodsman_Title_08,Amidst Peril,Серед небезпеки
DC/Text_DesignData_Quest_Woodsman_Title_09,Haunting Presence,Нав'язлива присутність
DC/Text_DesignData_Quest_Woodsman_Title_10,Embers Amidst Frost,Вугілля серед морозу
DC/Text_DesignData_Quest_Woodsman_Title_11,Learning Of The Rebellion,Дізнавшись про повстання
DC/Text_DesignData_Quest_Woodsman_Title_12,Self-Preservation,Самозбереження
DC/Text_Code_DCQuestContentPropsDataAsset_Props_Destroy,Destroy {0},Знищити {0}
DC/Text_Code_DCQuestContentExploreDataAsset_ContentTitleText_Explore,Explore the '{0}' location,"Дізнайтеся більше про місцезнаходження ""{0}"""
DC/Text_Code_MetaQuestLog_AcceptQuestAll_Fail,Failed to accept all quest. error code : {0},Не зміг прийняти всі квести. Код помилки : {0}
DC/Text_Code_MetaMerchantActor_CompleteQuest_Fail,Failed to complete quest. error code : {0},Не вдалося виконати квест. Код помилки : {0}
DC/Text_Code_ClientAccountSubsystem_DeliverQuestItem_Fail,Failed to deliver quest item. error code : {0},Не вдалося доставити квестовий предмет. Код помилки : {0}
DC/Text_Code_MetaMerchantActor_SelectQuest_Fail,Failed to select quest. error code : {0},Не вдалося вибрати квест. Код помилки : {0}
DC/Text_Code_DCMerchantDealTableQuestWidget_CompeletQuest_Failed,You are running out of available space. Please come back for your reward after you have made some more room.,"У вас закінчується вільне місце. Будь ласка, поверніться за винагородою після того, як звільните ще трохи місця."
DC/Text_Code_DCQuestLogDealTableWidget_CompeletQuest_Failed,You are running out of available space. Please come back for your reward after you have made some more room.,"У вас закінчується вільне місце. Будь ласка, поверніться за винагородою після того, як звільните ще трохи місця."
DC/Text_Code_DCQuestFetchRequiredWidgetBase_Title,Items requested by a merchant,"Товари, замовлені продавцем"
DC/Text_Code_DCQuestContentKillDataAsset_Kill_Player,Kill Player,Вбити гравця
DC/Text_Code_DCQuestContentKillDataAsset_Kill_Monster_Format,Kill {0},Вбити {0}
DC/Text_Code_DCQuestContentKillDataAsset_Kill_Player_Type_Format,Kill {0},Вбити {0}
DC/Text_Code_DCQuestDataAsset_AcceptanceCondition_Quest,Must complete '{0}',Необхідно виконати «{0}»
DC/Text_Code_DCQuestDataAsset_AcceptanceCondition_Affinity,Must have {0} or more Affinity,Повинен мати {0} або більше спорідненості
DC/Text_Code_DCQuestDataAsset_AcceptanceCondition_Level,Must reach level {0},Має досягти рівня {0}
DC/Text_Code_DCMerchantDealTableQuestWidget_CompeletQuest_Succed_Title,Quest completed,Квест виконано
DC/Text_Code_DCQuestLogDealTableWidget_CompeletQuest_Succed_Title,Quest completed,Квест виконано
DC/Text_QuestLog_Accept_All,Accept All,Прийняти всі
DC/Text_QuestLog_Quest_in_progress,Quest in progress,Квест у процесі виконання
DC/Text_QuestLog_Quest_Completed,Quest completed,Квест завершено
DC/Text_QuestLog_Release_Conditions,Release Conditions,Умови звільнення
DC/Text_QuestLog_Reward,Reward,Винагорода
DC/Text_QuestLog_Titlename,Quest Log,Журнал квесту
DC/Text_QuestLog_Waiting_for_the_merchant,Waiting for the merchant...,Чекаємо на торговця...
DC/Text_Code_DCMerchantDealTableQuestWidget_CompeletQuest_Failed_Title,Reward Ready,Нагорода готова
DC/Text_Code_DCQuestContentEscapeDataAsset_ContentTitleText_SurviveInDungeon,Survive in the dungeon,Вижити в підземеллі
DC/Text_Code_MetaMerchantActor_CompleteQuest_Fail_AlreadyAccepted,That quest has already been accepted.,Цей квест вже прийнято.
DC/Text_Code_MetaMerchantActor_CompleteQuest_Fail_NotFoundQuest,That quest is unknown.,Цей квест невідомий.
DC/Text_Code_MetaMerchantActor_CompleteQuest_Fail_NoSpaceForReward,There's no space to claim rewards.,Немає місця для отримання нагород.
DC/Text_Code_MetaMerchantActor_CompleteQuest_Fail_QuestInactive,This is not an active quest.,Це не активний квест.
DC/Text_Code_MetaMerchantActor_CompleteQuest_Fail_NotAcceptable,This quest cannot be accepted.,Цей квест не може бути прийнятий.
DC/Text_Code_MetaMerchantActor_CompleteQuest_Fail_NotComplete,This quest is incomplete.,Цей квест не завершено.
DC/Text_Code_DCQuestContentPropsDataAsset_Props_Interact,Interact {0},Взаємодійте {0}
DC/Text_Code_DCQuestContentUseItemDataAsset_UseItem,Use Item {0},Використання елемента {0}
DC/Text_Code_MetaMerchantActor_CompleteQuest_Fail_RewardAlreadRecieved,You've already received the reward.,Ви вже отримали нагороду.
DC/Text_Code_DCQuestContentKillDataAsset_MonsterGradeFormat,{0} Monster,{0} Монстр
DC/Text_Code_DCQuestContentKillDataAsset_MonsterGradeAndTypeFormat,{0} {1},
DC/BB5CB974451C7756BFBCEEB7EC552708,Text_Quest Complete,Text_Quest Завершено
